id,object_id,field,old_value,new_value,created_at,created_by
100036,7000011,financeUuid,0734ee2d-fb60-4220-b6cb-b406401c7bb9,ab20df25-1287-416a-8643-9e0d8c37b4e3,2024-08-30 06:22:38 UTC,781674
100037,7000012,financeUuid,1857af90-8701-4ec1-b884-271932215c9c,14cfac26-3110-4537-bc38-786af8452ec4,2025-04-10 20:53:22 UTC,76817
100038,7000012,financeUuid,14cfac26-3110-4537-bc38-786af8452ec4,4c12f9c4-c285-4823-adce-12ff8316f446,2024-05-15 22:47:11 UTC,756064
100039,7000012,financeUuid,4c12f9c4-c285-4823-adce-12ff8316f446,4ea3caf7-befa-41f0-92c8-0345486b6374,2024-12-23 06:31:26 UTC,674485
100040,7000012,financeUuid,4ea3caf7-befa-41f0-92c8-0345486b6374,7a87e12b-8b36-47d8-af6b-12d5521e74cf,2025-08-23 16:19:33 UTC,150841
100041,7000013,financeUuid,c0c9733c-e2a9-42d8-9815-574e27711658,147c9c5c-d6d9-4b01-9e56-35ee5e01330a,2025-11-19 08:54:05 UTC,881887
100042,7000013,financeUuid,147c9c5c-d6d9-4b01-9e56-35ee5e01330a,502431be-6fd0-409f-8a63-d835a2bbaac4,2024-03-04 22:17:54 UTC,138499
100043,7000013,financeUuid,502431be-6fd0-409f-8a63-d835a2bbaac4,152eff60-5e20-49fe-a3ce-5614f042b884,2024-01-17 21:28:05 UTC,873716
100044,7000014,financeUuid,0ed3b206-3fce-4b28-8a7c-77978f6f7e96,19978d9b-fcc1-43be-af8e-e6099dcbbf22,2024-03-30 23:40:22 UTC,440254
100045,7000014,financeUuid,19978d9b-fcc1-43be-af8e-e6099dcbbf22,d1c64e11-f488-4b79-b3ca-5a273b470c0e,2024-08-14 07:37:06 UTC,549476
100046,7000015,financeUuid,7e514b84-5a30-4d3f-918a-0add3423ce3f,059223d2-fba3-4965-9aa0-06cd990bb234,2025-10-08 15:22:44 UTC,657515
100047,7000015,financeUuid,059223d2-fba3-4965-9aa0-06cd990bb234,e18df4b1-7020-4fc8-8c00-dcde75e9cb45,2025-05-24 12:41:17 UTC,302748
100048,7000016,financeUuid,4d1f934e-d9a9-465b-99b3-567b0e5af00a,73bd8505-7e3f-4b76-9300-fa0c076931a1,2025-11-09 05:09:54 UTC,605589
100049,7000016,financeUuid,73bd8505-7e3f-4b76-9300-fa0c076931a1,6784f8a8-5a3f-48e3-8130-35bb944285f7,2026-04-01 06:12:02 UTC,698795
100050,7000016,financeUuid,6784f8a8-5a3f-48e3-8130-35bb944285f7,fb730f26-e9e2-4c75-a601-83d8650dcbc0,2025-05-26 09:10:57 UTC,201305
100051,7000017,financeUuid,bd015a54-a1b6-48d6-8b57-f71ae6f2b2ae,844fcde6-88c9-430e-a368-dcf35641a28e,2025-07-16 19:15:05 UTC,811847
100052,7000017,financeUuid,844fcde6-88c9-430e-a368-dcf35641a28e,2ade49b5-7b8d-4679-816d-c705f5ec6f76,2025-12-15 01:19:36 UTC,801435
100053,7000017,financeUuid,2ade49b5-7b8d-4679-816d-c705f5ec6f76,7d759322-3917-46f3-b7f9-9902a4bfa087,2025-07-28 17:03:26 UTC,592889
100054,7000018,financeUuid,b17380de-fffd-4e8f-8183-42c6e3fd7475,79e2570a-8bc6-4f64-8312-40e76d16e9a4,2024-10-04 01:26:12 UTC,921420
100055,7000018,financeUuid,79e2570a-8bc6-4f64-8312-40e76d16e9a4,9a49c2ea-d068-4d92-85ea-ec6e5980b416,2025-04-17 04:04:57 UTC,696029
100056,7000018,financeUuid,9a49c2ea-d068-4d92-85ea-ec6e5980b416,c000d5c8-2486-4ff3-b391-9c22fba6b44b,2024-08-04 13:27:48 UTC,747385
100057,7000018,financeUuid,c000d5c8-2486-4ff3-b391-9c22fba6b44b,a942d801-a48c-43b0-8c4b-b0dacb0604f3,2026-01-07 22:07:47 UTC,390724
100058,7000019,financeUuid,1f3ae111-4af8-4fb0-8bc4-7886d2314e01,c3a8ab53-3ab4-4a5c-b56d-68da16b42515,2026-01-22 17:10:11 UTC,285267
100059,7000019,financeUuid,c3a8ab53-3ab4-4a5c-b56d-68da16b42515,8cd037ee-a291-4c39-9ea7-626d2a4bd329,2025-08-25 13:15:33 UTC,170762
100060,7000019,financeUuid,8cd037ee-a291-4c39-9ea7-626d2a4bd329,643eae34-689d-4e01-90a0-341a04468437,2025-01-10 12:38:28 UTC,100838
100061,7000020,financeUuid,5f5cd8f8-eba3-453e-bfc0-198b088002a6,0675f24e-652d-49f6-841f-4271666adbf9,2025-09-07 19:05:29 UTC,931423
100062,7000020,financeUuid,0675f24e-652d-49f6-841f-4271666adbf9,52744fd7-2b78-4a7b-b35c-7358cdf18a23,2024-11-21 11:42:18 UTC,855622
100063,7000020,financeUuid,52744fd7-2b78-4a7b-b35c-7358cdf18a23,57ddabe5-64cf-4e99-9e9c-a7dbc999d16f,2024-04-01 07:13:02 UTC,540537
100064,7000020,financeUuid,57ddabe5-64cf-4e99-9e9c-a7dbc999d16f,cc24e183-a765-409d-b22c-f8e86200ca58,2024-04-20 11:43:04 UTC,73576
100065,7000020,financeUuid,cc24e183-a765-409d-b22c-f8e86200ca58,9302dbe0-d557-496f-8c6b-1521b2d881cd,2025-10-26 07:01:02 UTC,85123
100066,7000021,financeUuid,ed58f1d0-056d-456a-a2d9-c97363223743,ba9291eb-bcde-4c65-8fa7-814f46483e7f,2026-01-30 10:35:40 UTC,616907
100067,7000021,financeUuid,ba9291eb-bcde-4c65-8fa7-814f46483e7f,0e0a2747-6588-46b2-b31c-5c34dec9f6da,2026-01-17 19:47:07 UTC,113896
100068,7000022,financeUuid,9adfcd3e-acff-492b-a126-3a9c581256b7,7329510e-f73d-4dd7-860e-53cdc8f16111,2026-04-04 08:50:14 UTC,314778
100069,7000022,financeUuid,7329510e-f73d-4dd7-860e-53cdc8f16111,0c201b1b-c510-45ad-abc1-3458d03e24cd,2026-02-13 20:46:08 UTC,264216
100070,7000022,financeUuid,0c201b1b-c510-45ad-abc1-3458d03e24cd,75036836-e595-4e56-9002-cc33e05f0e31,2025-08-12 21:17:04 UTC,985750
100071,7000022,financeUuid,75036836-e595-4e56-9002-cc33e05f0e31,a3c6fb83-5942-4c6c-b8e0-b29c1ad9bce4,2024-12-11 23:24:07 UTC,203648
100072,7000023,financeUuid,3af83e8c-f92a-4564-ac51-4a664bf56a11,09506853-7e48-49d2-8d44-0998d2e027fb,2024-11-11 12:24:12 UTC,590889
100073,7000023,financeUuid,09506853-7e48-49d2-8d44-0998d2e027fb,4c80ed7b-8b1d-43a5-b36e-aca6b6fe97eb,2024-01-17 14:12:52 UTC,534370
100074,7000023,financeUuid,4c80ed7b-8b1d-43a5-b36e-aca6b6fe97eb,60479ac3-002e-49da-853e-3ddf8d400f64,2025-04-16 10:27:20 UTC,710174
100075,7000023,financeUuid,60479ac3-002e-49da-853e-3ddf8d400f64,8017368a-1e5a-4399-a859-42e2dffc90e0,2025-03-04 03:53:52 UTC,908995
100076,7000024,financeUuid,0e37c956-c274-4bec-b94c-bcfb75ea9490,3b094e61-7419-455b-947f-aa07f430f006,2024-04-05 05:38:18 UTC,680525
100077,7000024,financeUuid,3b094e61-7419-455b-947f-aa07f430f006,b584fee1-e005-49ac-a126-b777716e1120,2025-10-08 22:36:00 UTC,311591
100078,7000025,financeUuid,d960c0a9-82e2-45a0-8926-686117c24cc0,09c6799d-beae-4ac7-8966-5d4ae529b955,2024-03-14 04:30:08 UTC,908103
100079,7000025,financeUuid,09c6799d-beae-4ac7-8966-5d4ae529b955,c8d39468-d3b5-4239-abb1-334dff1585a0,2024-11-09 21:07:39 UTC,982891
100080,7000026,financeUuid,e507e923-a574-4291-a645-0c51ed88b642,12830d54-196f-4819-8d1c-3e2374ee87cc,2024-12-27 00:09:32 UTC,584503
100081,7000026,financeUuid,12830d54-196f-4819-8d1c-3e2374ee87cc,7789583c-e6ce-492e-bf0e-18680d81a042,2025-11-20 14:12:15 UTC,581557
100082,7000026,financeUuid,7789583c-e6ce-492e-bf0e-18680d81a042,9cf89e60-5436-4ac5-83e7-a3744639a589,2024-03-08 14:16:22 UTC,319879
100083,7000026,financeUuid,9cf89e60-5436-4ac5-83e7-a3744639a589,83e28d0e-aa07-44fe-9031-5ec1c2e6fc3e,2025-09-23 17:44:22 UTC,434443
100084,7000026,financeUuid,83e28d0e-aa07-44fe-9031-5ec1c2e6fc3e,8bc074d6-db98-4b47-91d2-5fcd71431980,2024-07-03 14:22:28 UTC,498293
100085,7000027,financeUuid,a1e71654-651a-4548-9be2-158637f3a1fd,ad90700c-c44d-4e66-9eca-6765ce0e70f3,2025-11-13 14:35:48 UTC,207093
100086,7000027,financeUuid,ad90700c-c44d-4e66-9eca-6765ce0e70f3,a658f363-7bd2-4d56-b340-298923e05a54,2024-06-21 02:40:47 UTC,912120
100087,7000027,financeUuid,a658f363-7bd2-4d56-b340-298923e05a54,20cacdab-bbd3-4467-acaa-380a787f6f70,2025-06-23 23:24:28 UTC,932042
100088,7000027,financeUuid,20cacdab-bbd3-4467-acaa-380a787f6f70,51b3ad6f-6e50-47f2-ada4-d504e48dba0d,2024-07-27 06:45:28 UTC,156597
100089,7000027,financeUuid,51b3ad6f-6e50-47f2-ada4-d504e48dba0d,0bb6539e-fbe8-433e-b1fa-df3a75c9d214,2025-01-23 10:57:27 UTC,718069
100090,7000028,financeUuid,9105a11f-4524-4087-ba46-144e23bfe0bb,ed2af1c8-1a58-4663-8485-321dae8d1055,2025-04-07 05:55:03 UTC,64833
100091,7000028,financeUuid,ed2af1c8-1a58-4663-8485-321dae8d1055,6b1d6fe3-c5d2-4b87-a30e-c386f2f2a304,2024-10-22 10:04:51 UTC,413841
100092,7000028,financeUuid,6b1d6fe3-c5d2-4b87-a30e-c386f2f2a304,73457aa0-41b9-46fc-81d7-20b0c6c4256a,2026-03-05 11:22:52 UTC,642073
100093,7000029,financeUuid,303e2ec4-fbb2-467b-8031-3a87a0e4f7e5,d95744b5-22e0-4222-85ff-910cb118b2b6,2024-12-01 02:30:43 UTC,568949
100094,7000029,financeUuid,d95744b5-22e0-4222-85ff-910cb118b2b6,f9a23ee2-4f21-4753-95a5-8d918b88ce82,2026-02-21 23:09:28 UTC,244164
100095,7000030,financeUuid,f56b82f9-ea06-4e22-ab34-986f0f512f86,99f14413-a9ea-4934-be5d-7596fae345dc,2025-12-08 10:03:11 UTC,120185
100096,7000030,financeUuid,99f14413-a9ea-4934-be5d-7596fae345dc,bbb74c2f-0e4a-4ef4-8ba1-f8fa1dd57d15,2024-11-09 05:06:31 UTC,141974
100097,7000030,financeUuid,bbb74c2f-0e4a-4ef4-8ba1-f8fa1dd57d15,81dd3d44-ec19-47ed-b26e-cb8e223ab983,2024-03-30 19:38:33 UTC,955912
100098,7000031,financeUuid,5025d08d-4ea0-4da9-91ef-9762e29b5027,dcab5057-456b-46f2-8c09-b968a806c8a8,2024-08-13 22:53:28 UTC,144523
100099,7000031,financeUuid,dcab5057-456b-46f2-8c09-b968a806c8a8,0d323b70-53e9-4ae5-93c1-7604ad3762ef,2024-06-04 08:08:32 UTC,150006
100100,7000031,financeUuid,0d323b70-53e9-4ae5-93c1-7604ad3762ef,df0cb9bb-ebb2-4289-9630-95e1a3a23b19,2024-07-20 09:16:47 UTC,845039
100101,7000032,financeUuid,41f2f15e-d6ff-4f2b-a832-bf573d63b3c8,2b64160b-6721-4989-bbaa-e0742c852422,2025-09-28 21:03:58 UTC,461290
100102,7000032,financeUuid,2b64160b-6721-4989-bbaa-e0742c852422,374a8322-573d-4937-9438-5537e9d0ba4a,2024-05-03 05:09:46 UTC,251054
100103,7000032,financeUuid,374a8322-573d-4937-9438-5537e9d0ba4a,ae8c55c5-173a-4dbb-849f-c425d52ef37b,2024-02-01 05:49:21 UTC,225459
100104,7000033,financeUuid,c0102258-4f7a-4780-af1d-8794a09201f4,e8a7eb51-29e4-429d-af59-20dfa9385317,2024-01-04 15:09:14 UTC,844968
100105,7000033,financeUuid,e8a7eb51-29e4-429d-af59-20dfa9385317,c9871477-b776-4c4d-aac1-1f37bf9fe083,2024-05-30 09:54:34 UTC,671726
100106,7000034,financeUuid,d448c250-7b67-4c9d-abac-c4afffb48e47,153be29b-2bfc-450d-9308-d73b535fb419,2024-10-02 08:17:03 UTC,954813
100107,7000034,financeUuid,153be29b-2bfc-450d-9308-d73b535fb419,ea1b9ec1-dfb3-4585-8cac-82a12e580ea1,2024-12-13 03:12:42 UTC,872591
100108,7000034,financeUuid,ea1b9ec1-dfb3-4585-8cac-82a12e580ea1,1800fd29-880a-4f0c-a12a-28aeb73a273b,2025-04-03 09:40:34 UTC,566031
100109,7000034,financeUuid,1800fd29-880a-4f0c-a12a-28aeb73a273b,946321b8-6bae-4864-9cd9-881a016ee53e,2025-04-03 01:22:21 UTC,268344
100110,7000035,financeUuid,db7d5449-7d9f-45e9-ace4-03d473885e33,c0ba9553-f961-41d3-b1f4-64187c3cdb80,2024-02-16 11:29:47 UTC,189510
100111,7000035,financeUuid,c0ba9553-f961-41d3-b1f4-64187c3cdb80,dbdc2a3e-3157-471c-8153-f7bc09e7a6d3,2024-12-02 04:52:36 UTC,681403
100112,7000036,financeUuid,0f1774e4-a88e-40d5-a498-d74f2abdcc61,d2fd911f-5e81-406b-8179-ff232c843636,2024-11-09 19:14:03 UTC,997698
100113,7000036,financeUuid,d2fd911f-5e81-406b-8179-ff232c843636,f433cae4-98c8-450f-82da-f46436f165dc,2025-08-08 22:36:33 UTC,737868
100114,7000036,financeUuid,f433cae4-98c8-450f-82da-f46436f165dc,5732b1d2-0c46-4c8a-a7d4-c6e4013fdc23,2024-06-14 06:12:53 UTC,832722
100115,7000036,financeUuid,5732b1d2-0c46-4c8a-a7d4-c6e4013fdc23,7d6f26f5-812a-41be-8361-68dbf0ef4b0e,2026-01-17 04:56:05 UTC,367440
100116,7000037,financeUuid,b77d1227-1edb-4867-9b87-8c8a9270f772,91e496e3-6aaa-43ab-93f1-34fd6373d738,2025-11-12 05:33:55 UTC,911710
100117,7000037,financeUuid,91e496e3-6aaa-43ab-93f1-34fd6373d738,21beedea-ecab-4fce-ae88-80162e405632,2024-07-06 06:15:09 UTC,820876
100118,7000037,financeUuid,21beedea-ecab-4fce-ae88-80162e405632,d96ce1a9-4a06-4485-b559-c4def99ead88,2024-02-19 02:32:26 UTC,747955
100119,7000038,financeUuid,c2bee364-c45d-4b1e-9a98-9900b4305b59,752ff3d4-7c8b-4334-8ce4-2fb4743a82e6,2026-02-11 12:10:25 UTC,670815
100120,7000038,financeUuid,752ff3d4-7c8b-4334-8ce4-2fb4743a82e6,6f656a3e-d845-4717-8262-93be9b5ff0b3,2024-10-20 11:24:03 UTC,615656
100121,7000039,financeUuid,eb01acaf-8e62-463e-ab3a-bb56b8872b2b,8a6bde08-e7fb-4240-b144-3f366e3ffb7f,2025-04-13 16:28:08 UTC,683823
100122,7000039,financeUuid,8a6bde08-e7fb-4240-b144-3f366e3ffb7f,baee7446-a287-4cd6-ac51-be33a5ff184f,2024-03-31 02:14:41 UTC,832968
100123,7000040,financeUuid,9b84b0d3-215a-449f-b6d3-3b5251d869fe,ec3e8370-397c-4364-be2e-7276555629b3,2025-05-12 20:53:03 UTC,323038
100124,7000040,financeUuid,ec3e8370-397c-4364-be2e-7276555629b3,aab17f88-7392-475f-9c09-d1d5cd609468,2024-02-25 05:52:51 UTC,176736
100125,7000040,financeUuid,aab17f88-7392-475f-9c09-d1d5cd609468,b87ce3dd-3136-44b5-b3d9-2728a68563ef,2025-05-14 08:56:39 UTC,207500
100126,7000040,financeUuid,b87ce3dd-3136-44b5-b3d9-2728a68563ef,330ab0a9-1643-4154-9c09-5f5cf97affb4,2024-01-10 21:54:03 UTC,876522
100127,7000041,financeUuid,6e149adc-d99d-4955-8719-594e47aa080b,bd6318f9-cc9d-4e84-a742-ea976204a6e0,2025-06-09 21:10:50 UTC,901315
100128,7000041,financeUuid,bd6318f9-cc9d-4e84-a742-ea976204a6e0,78e9d5c9-beba-441a-9ef4-fd8acbec3f06,2025-09-23 23:56:23 UTC,928130
100129,7000041,financeUuid,78e9d5c9-beba-441a-9ef4-fd8acbec3f06,22f08754-082e-464a-a866-40d2805085b4,2025-01-11 07:24:41 UTC,237475
100130,7000042,financeUuid,858d8245-da99-48da-9f77-f417aefd1026,300ce033-6621-4d98-b2f5-cb05c328cf46,2024-12-21 23:51:50 UTC,485905
100131,7000042,financeUuid,300ce033-6621-4d98-b2f5-cb05c328cf46,fc91cff2-c9f9-4276-acef-3d603ddabb98,2025-10-19 07:29:02 UTC,995819
100132,7000043,financeUuid,5ca9b8b6-3061-4a78-96b6-7e22ebc23d8e,755e78b9-126f-41de-968f-4436c8e464aa,2025-07-23 22:34:21 UTC,473745
100133,7000043,financeUuid,755e78b9-126f-41de-968f-4436c8e464aa,08a95339-05e1-4191-b6c9-43d191f147f2,2025-03-28 04:41:26 UTC,5091
100134,7000043,financeUuid,08a95339-05e1-4191-b6c9-43d191f147f2,12cfc495-e1ec-4bcb-b82b-5035435cdb29,2026-02-26 06:13:12 UTC,854350
100135,7000044,financeUuid,c7a117fa-0f65-4f69-872d-1d8216b4430b,15e429d9-4da4-4a35-bab1-3970cea0b6a1,2026-03-09 00:27:12 UTC,362553
100136,7000044,financeUuid,15e429d9-4da4-4a35-bab1-3970cea0b6a1,c11c0b3a-14c2-41ab-8555-9657e1ff2b25,2025-08-14 18:40:37 UTC,635576
100137,7000044,financeUuid,c11c0b3a-14c2-41ab-8555-9657e1ff2b25,85e968f7-8961-45fc-8a20-c5e649b9c197,2024-01-29 12:28:40 UTC,902051
100138,7000044,financeUuid,85e968f7-8961-45fc-8a20-c5e649b9c197,c7e284fc-3cc0-4545-9917-171db545033a,2024-01-15 04:14:47 UTC,107243
100139,7000044,financeUuid,c7e284fc-3cc0-4545-9917-171db545033a,47bfa6f7-c662-4ba2-a391-6d1f05f4133a,2025-04-13 10:02:56 UTC,553779
100140,7000045,financeUuid,fff92d9f-6fff-4952-bb3d-32b4250f4fc7,243cc65c-8a35-4067-a6c3-2dd9453c6196,2024-01-17 10:15:21 UTC,142900
100141,7000045,financeUuid,243cc65c-8a35-4067-a6c3-2dd9453c6196,85499ccf-1cc1-413e-98f8-211cb7da230b,2024-04-16 13:11:08 UTC,996586
100142,7000046,financeUuid,0f6ada75-2142-4aec-b58d-25326769b6a6,45b34913-544f-4460-880b-5b51e2027a2e,2024-12-31 04:10:06 UTC,832773
100143,7000046,financeUuid,45b34913-544f-4460-880b-5b51e2027a2e,170f9540-1aeb-4a9e-b9a9-4e3c9a663621,2024-04-22 18:33:46 UTC,439301
100144,7000046,financeUuid,170f9540-1aeb-4a9e-b9a9-4e3c9a663621,4a74eacb-3abc-4324-afee-e0d165b245e4,2024-11-15 23:17:30 UTC,88659
100145,7000046,financeUuid,4a74eacb-3abc-4324-afee-e0d165b245e4,1f7e9acd-837c-4700-a375-1371cd4a9ee3,2024-07-17 07:17:05 UTC,545734
100146,7000046,financeUuid,1f7e9acd-837c-4700-a375-1371cd4a9ee3,6af69050-ce7a-4da9-b10c-fab54e46d819,2024-04-21 05:38:06 UTC,735509
100147,7000047,financeUuid,368e4072-7e99-4ccb-a42f-4d5ca18ebc1c,642c76c4-a534-4feb-9efe-94c9b3fea71a,2026-02-16 17:25:57 UTC,54285
100148,7000047,financeUuid,642c76c4-a534-4feb-9efe-94c9b3fea71a,3817eb83-3da6-4327-abfd-bbea9b1bf41f,2025-01-22 05:20:54 UTC,225306
100149,7000047,financeUuid,3817eb83-3da6-4327-abfd-bbea9b1bf41f,b17a7061-60ad-475a-9c8c-cf0799533ff4,2025-03-03 23:04:54 UTC,217290
100150,7000047,financeUuid,b17a7061-60ad-475a-9c8c-cf0799533ff4,a306ab98-1786-4d2a-af0f-885b4d2cadba,2025-11-10 16:06:59 UTC,870850
100151,7000047,financeUuid,a306ab98-1786-4d2a-af0f-885b4d2cadba,826c9c41-f1fc-4e99-9f76-95869116e43c,2025-06-15 08:32:28 UTC,552189
100152,7000048,financeUuid,0d42ec0b-fb35-4796-9ba3-1317c3abfec2,e758e552-c7d0-46e3-be51-47039e715c07,2025-05-26 15:29:04 UTC,79032
100153,7000048,financeUuid,e758e552-c7d0-46e3-be51-47039e715c07,498f57ad-f2db-4a3e-8fb8-c4c7dae408dc,2024-01-31 18:55:02 UTC,714515
100154,7000048,financeUuid,498f57ad-f2db-4a3e-8fb8-c4c7dae408dc,29f6f6b9-a9a6-44d4-a9c2-82fe06fa8da0,2025-08-22 07:12:41 UTC,785053
100155,7000048,financeUuid,29f6f6b9-a9a6-44d4-a9c2-82fe06fa8da0,57f40826-bb00-4c71-83c6-e42dea0a5dd5,2026-02-13 05:00:59 UTC,476051
100156,7000048,financeUuid,57f40826-bb00-4c71-83c6-e42dea0a5dd5,2617a923-6956-441b-9165-35a336381506,2025-10-04 12:11:23 UTC,892250
100157,7000049,financeUuid,0c49b98f-4435-4e08-a7c7-b08b24347af8,6ca72a99-8d83-4e9a-906c-a6dfc1ed68b5,2024-08-06 02:24:38 UTC,389735
100158,7000049,financeUuid,6ca72a99-8d83-4e9a-906c-a6dfc1ed68b5,4a0c2ea5-bbac-4236-99c9-067f82ef9722,2025-03-16 04:35:20 UTC,591128
100159,7000049,financeUuid,4a0c2ea5-bbac-4236-99c9-067f82ef9722,7f0dc413-cdae-4451-afa1-4996cb04b2fc,2025-11-07 22:05:57 UTC,426674
